death_date, 0-4, 5-9, 10-14, 15-19, 20-24, 25-29, 30-34, 35-39, 40-44, 45-49, 50-54, 55-59, 60-64, 65-69, 70-74, 75-79, 80-84, 85-89, 90-94, 95-99, 100-104, 105-109, 110-114, 115-119
2019-07-09,9,1,,1,4,4,6,3,7,16,12,17,21,21,17,20,9,9,5,1,,,,
2019-07-10,8,,2,1,4,2,3,5,6,8,20,17,21,14,18,17,5,12,5,,,,,
2019-07-11,8,,,2,6,2,1,4,4,8,9,12,11,23,11,14,16,10,4,1,,,,
2019-07-12,4,1,,,3,4,4,11,4,10,12,18,17,22,16,11,15,12,2,,,,,
2019-07-13,11,1,,1,1,6,4,5,11,10,9,18,25,21,18,11,14,13,3,,,,,
2019-07-14,8,1,,2,2,5,2,6,5,10,25,10,10,12,17,16,8,11,6,1,,,,
2019-07-15,3,,2,3,5,5,3,8,8,14,10,17,12,10,23,19,10,8,4,1,1,,,
2019-07-16,8,,,2,9,3,1,8,13,9,8,7,11,22,22,15,13,11,1,,,,,
2019-07-17,2,1,2,1,6,2,7,6,9,11,14,16,13,13,15,14,9,9,1,,,,,
2019-07-18,5,,1,2,5,5,3,4,8,12,16,16,14,18,23,9,14,9,5,2,,,,
2019-07-19,8,,2,,4,2,7,5,5,11,7,13,9,18,23,16,11,13,2,,,,,
2019-07-20,7,,,1,,6,2,7,10,7,10,9,18,20,14,8,10,10,7,3,,,,
2019-07-21,6,2,2,,4,7,7,6,10,8,12,17,14,12,17,10,19,6,5,,1,,,
2019-07-22,11,1,1,2,3,6,3,6,6,14,9,17,18,17,20,10,18,8,6,1,,,,
2019-07-23,10,,2,3,1,5,2,5,6,13,7,18,10,11,25,14,15,15,2,1,1,,,
2019-07-24,9,1,2,,4,4,1,7,4,13,12,11,21,15,18,17,9,9,2,5,,,,
2019-07-25,7,,,2,2,2,1,9,5,9,6,12,11,14,19,14,15,11,2,2,,,,
2019-07-26,3,,1,1,2,1,3,8,7,14,17,15,12,17,21,17,12,8,2,1,,,,
2019-07-27,2,1,1,1,2,9,5,4,9,21,7,14,22,19,14,15,13,9,3,,,,,
2019-07-28,6,,,2,5,6,3,3,12,13,6,15,22,13,20,13,11,8,2,3,,,,
2019-07-29,8,,1,2,5,6,5,5,3,11,14,19,13,20,14,18,9,8,4,3,,,,
2019-07-30,10,,,1,4,1,5,9,3,13,12,11,15,19,19,16,16,9,5,3,,,,
2019-07-31,8,,2,4,3,2,2,6,3,13,26,14,17,12,24,18,14,7,8,1,,,,
2019-08-01,9,1,1,2,6,5,4,3,6,16,15,15,13,16,13,13,13,11,5,,,,,
2019-08-02,3,,1,2,2,6,6,12,5,16,17,18,16,20,11,21,16,7,4,,,,,
2019-08-03,8,,1,,2,4,2,5,11,4,7,9,14,17,16,20,13,9,8,,,,,
2019-08-04,6,1,,1,3,3,1,6,5,10,10,11,16,27,17,20,11,15,6,1,,,,
2019-08-05,10,,1,4,5,7,6,4,6,12,15,14,13,16,24,17,11,13,2,3,,,,
2019-08-06,9,3,,4,4,6,1,12,2,15,16,18,15,24,15,19,8,9,5,,,,,
2019-08-07,10,,1,1,3,8,3,5,6,15,8,17,23,20,16,13,12,15,5,1,,,,
2019-08-08,5,2,1,3,6,1,8,10,11,15,7,18,12,12,11,17,12,12,4,2,,,,
2019-08-09,9,,1,1,5,,5,8,7,10,14,15,11,12,19,17,13,14,,2,1,,,
2019-08-10,8,,,,3,5,7,6,15,7,20,20,18,21,14,19,14,11,3,3,,,,
2019-08-11,9,2,2,,1,4,6,6,10,10,16,20,16,17,16,18,14,13,8,3,,,,
2019-08-12,5,,,2,4,4,3,6,8,14,16,14,15,19,11,18,12,9,5,4,,,,
2019-08-13,7,1,1,4,1,3,8,6,10,11,20,17,13,17,15,12,18,17,5,5,,,,
2019-08-14,2,1,1,4,2,4,1,4,8,14,6,10,12,20,17,15,18,10,4,1,,,,
2019-08-15,4,,,2,6,2,4,8,9,9,14,23,17,19,23,16,24,10,4,2,,,,
2019-08-16,8,,,1,6,5,6,6,8,12,15,14,21,16,16,16,12,12,4,,1,,,
2019-08-17,5,1,2,3,3,2,4,9,8,11,15,16,16,15,13,12,19,8,5,1,1,,,
2019-08-18,12,,1,1,2,3,2,4,5,12,12,14,14,20,19,13,10,9,1,1,,,,
2019-08-19,3,,1,3,3,2,1,5,3,10,11,8,24,19,16,8,10,15,8,1,,,,
2019-08-20,11,1,1,3,2,5,4,4,5,12,12,16,16,15,15,8,13,8,2,2,1,,,
2019-08-21,6,,1,1,1,2,4,8,5,11,10,17,14,17,13,19,10,6,3,1,,,,
2019-08-22,5,1,2,3,2,5,3,8,8,8,13,15,17,17,27,23,15,5,4,2,,,,
2019-08-23,4,1,,,3,4,6,6,9,4,7,20,16,19,25,11,7,6,6,2,,,,
2019-08-24,6,1,,1,5,4,1,6,15,13,10,13,21,23,19,18,16,10,6,2,,,,
2019-08-25,6,,1,2,5,1,3,1,4,8,14,13,19,23,13,13,10,11,5,,,,,
2019-08-26,7,1,1,1,3,4,6,3,10,10,12,18,17,11,16,16,7,16,5,5,1,,,
2019-08-27,7,,1,4,2,1,4,6,7,13,14,14,12,19,21,8,18,13,3,3,1,,,
2019-08-28,18,,1,,3,4,4,6,11,14,17,17,12,19,15,12,14,8,7,1,,,,
2019-08-29,9,1,1,2,2,3,5,9,4,12,12,20,14,17,12,16,12,13,3,,,,,
2019-08-30,8,,1,1,3,9,7,9,10,8,15,22,21,26,12,14,13,14,6,1,,,,
2019-08-31,11,2,,2,2,6,6,6,13,9,10,18,15,19,19,15,10,10,3,1,,,,
2019-09-01,7,,,1,2,4,4,8,5,8,12,10,20,13,15,11,12,5,5,1,,,,
2019-09-02,7,,,3,2,1,5,6,8,10,11,7,19,13,17,22,8,8,10,1,,,,
2019-09-03,6,,3,1,3,4,5,5,8,13,11,20,21,13,25,16,14,8,6,,,,,
2019-09-04,8,,1,2,2,5,8,5,8,9,15,16,22,15,27,17,10,14,5,2,1,,,
2019-09-05,5,2,2,1,7,2,9,2,12,10,8,13,19,14,19,4,13,6,3,4,,1,,
2019-09-06,6,5,2,2,5,4,4,4,8,15,15,21,16,19,20,8,15,5,8,2,,,,
2019-09-07,7,,1,3,4,4,6,8,7,10,13,15,9,18,18,16,13,4,5,4,,,,
2019-09-08,11,,2,7,3,4,7,6,6,14,9,11,17,26,17,15,13,21,5,,,,,
2019-09-09,11,,2,1,7,5,6,7,10,9,13,15,17,19,21,16,21,14,6,1,,,,
2019-09-10,8,,2,1,1,5,6,9,9,11,12,21,22,24,19,13,17,20,7,4,,,,
2019-09-11,4,,1,1,2,2,4,7,7,12,23,14,13,14,16,11,25,11,2,4,,,,
2019-09-12,2,,1,2,4,1,4,7,6,15,15,11,15,27,16,17,12,9,3,2,,,,
2019-09-13,11,,,3,2,5,7,6,10,20,16,20,21,20,22,23,16,15,7,1,,,,
2019-09-14,11,1,1,1,1,2,5,8,7,10,14,16,15,16,17,18,16,15,6,1,1,,,
2019-09-15,8,,1,1,5,2,3,13,6,5,17,18,18,23,21,18,14,7,3,,1,,,
2019-09-16,8,,2,2,1,6,3,8,8,16,17,13,15,17,18,20,15,9,4,1,,,,
2019-09-17,8,,,4,1,6,2,7,7,6,21,14,16,17,9,8,10,9,4,2,,,,
2019-09-18,16,1,1,1,4,2,5,5,3,10,13,14,14,23,14,20,15,7,4,,,,,
2019-09-19,7,1,1,,6,3,4,13,7,13,13,19,21,23,14,12,16,11,5,1,,,,
2019-09-20,9,1,3,2,2,3,3,5,11,6,11,16,15,16,11,12,5,10,5,1,,,,
2019-09-21,8,,,3,1,3,7,10,7,10,10,17,13,26,23,17,4,12,7,1,,,,
2019-09-22,12,1,2,2,5,2,4,3,5,13,14,12,11,25,21,20,18,9,3,3,,,,
2019-09-23,9,1,1,3,3,2,4,11,9,13,9,17,26,16,21,14,16,9,5,1,,,,
2019-09-24,7,1,1,,2,4,5,4,6,8,14,15,27,25,19,21,13,11,9,,,,,
2019-09-25,10,3,3,1,2,7,7,6,5,12,14,17,14,17,13,23,10,11,8,5,1,,,
2019-09-26,9,2,2,,6,1,8,5,14,17,7,10,18,24,12,12,12,12,4,3,,,,
2019-09-27,8,3,,,1,3,6,4,12,14,11,14,20,18,19,17,11,13,3,1,,,,
2019-09-28,7,1,,,5,5,5,7,12,13,7,20,19,17,26,8,7,13,7,1,1,,,
2019-09-29,12,1,1,4,1,5,7,4,9,12,9,12,18,16,18,19,13,10,2,2,,,,
2019-09-30,9,,2,2,5,5,11,9,8,12,17,16,19,20,18,19,12,13,6,2,,,,
2019-10-01,12,2,,4,3,2,6,5,5,12,13,14,14,12,22,8,24,9,1,1,,,,
2019-10-02,14,,1,,2,1,3,9,8,12,12,21,20,15,13,22,18,11,1,1,,,,
2019-10-03,9,,1,,1,2,5,4,8,11,11,20,21,15,31,16,15,11,3,2,1,,,
2019-10-04,6,1,,1,4,2,6,8,7,19,10,13,9,21,20,20,12,14,,1,,,,
2019-10-05,7,,3,2,2,3,6,7,13,13,20,11,17,26,21,16,18,10,5,2,,1,,
2019-10-06,12,3,3,2,2,1,5,7,9,11,9,15,22,10,18,18,13,9,5,4,,,,
2019-10-07,13,3,,2,4,9,2,6,3,19,12,14,19,21,17,25,21,11,6,2,,,,
2019-10-08,14,1,,1,3,7,5,5,9,12,15,14,19,27,18,11,16,12,5,3,,,,
2019-10-09,7,2,1,4,3,3,4,6,4,12,12,11,19,24,19,23,13,10,11,1,,,,
2019-10-10,12,1,,3,3,7,5,5,2,7,14,21,21,21,17,16,14,15,3,1,,,,
2019-10-11,10,,,,6,3,2,7,10,5,16,12,18,20,30,17,17,10,4,2,,,,
2019-10-12,11,2,2,,4,3,8,9,8,8,23,16,30,30,21,16,20,9,7,4,,,,
2019-10-13,11,1,3,2,4,4,4,8,5,7,19,18,17,22,17,21,10,11,13,2,,1,,
2019-10-14,7,2,1,3,3,6,6,6,10,15,17,12,24,21,21,24,15,10,8,1,1,,,
2019-10-15,4,3,,2,5,2,3,6,13,12,16,15,16,20,28,23,10,12,9,1,1,,,
2019-10-16,7,1,1,1,2,5,7,5,8,13,9,16,19,17,20,14,12,19,6,2,,,,
2019-10-17,6,1,1,3,4,2,3,8,6,10,12,12,19,17,17,11,19,8,5,1,,,,
2019-10-18,13,1,1,3,6,6,4,6,10,12,13,14,11,16,18,13,13,13,6,,,,,
2019-10-19,8,3,1,1,4,4,6,6,7,12,12,17,16,18,22,15,12,10,7,1,,,,
2019-10-20,9,1,2,1,5,11,4,9,8,11,10,17,22,13,17,14,11,9,9,,1,,,
2019-10-21,13,1,,1,3,3,5,8,9,10,8,17,17,20,18,17,14,9,6,3,1,,,
2019-10-22,6,1,1,3,1,4,3,6,5,14,18,22,14,18,21,23,18,11,5,2,,,,
2019-10-23,12,3,,1,6,1,7,5,7,14,16,21,21,22,24,21,27,9,6,3,,,,
2019-10-24,7,1,2,1,1,2,3,7,10,9,9,16,17,21,17,26,14,9,4,3,2,,,
2019-10-25,8,3,2,5,5,2,7,10,6,16,14,15,20,17,21,21,18,10,5,4,1,,,
2019-10-26,8,1,1,1,1,4,5,3,7,9,18,20,24,24,18,18,18,14,5,4,1,,,
2019-10-27,4,,1,,4,3,8,5,11,17,14,22,19,19,19,16,10,11,7,3,,,,
2019-10-28,10,1,2,3,5,5,9,2,6,16,15,22,17,13,21,28,26,14,9,2,,,,
2019-10-29,4,,1,3,2,3,6,6,6,16,15,19,24,24,15,18,19,13,14,3,,,,
2019-10-30,5,1,,1,1,4,3,6,6,9,11,13,17,21,22,22,21,13,4,5,,,,
2019-10-31,9,,1,,6,1,2,10,5,15,15,13,18,19,17,19,17,11,7,6,,,,
2019-11-01,2,,1,2,4,1,6,8,12,14,21,12,13,24,30,22,19,18,10,1,,,,
2019-11-02,9,2,1,1,4,5,5,9,12,18,12,18,27,22,27,21,19,11,8,3,1,,,
2019-11-03,9,,2,2,3,5,6,8,15,13,15,12,16,20,21,32,15,9,9,4,,,,
2019-11-04,9,1,,1,7,5,3,7,8,14,18,23,27,38,29,22,20,13,6,3,,,,
2019-11-05,2,,1,2,3,1,7,5,10,18,13,19,22,26,24,19,28,12,9,4,,,,
2019-11-06,3,3,,5,3,4,9,7,4,11,20,23,22,21,25,22,23,15,10,4,,,,
2019-11-07,12,,2,2,2,2,3,6,5,8,18,17,25,24,17,22,20,15,13,3,,,,
2019-11-08,7,1,,3,5,,2,11,11,16,20,17,18,22,25,17,18,18,10,3,2,,,
2019-11-09,11,1,3,1,3,4,5,4,7,20,18,18,18,22,25,27,25,13,8,3,,,,
2019-11-10,12,1,,1,1,,2,8,3,3,16,19,19,25,20,17,16,15,5,2,,,,
2019-11-11,5,3,,4,3,1,11,3,7,10,23,16,24,24,22,24,21,8,6,1,1,,,
2019-11-12,7,2,1,2,1,6,3,6,9,14,18,20,14,29,19,10,19,13,11,,,,,
2019-11-13,6,1,,1,1,6,2,10,7,7,10,14,27,27,21,19,16,16,9,1,1,,,
2019-11-14,8,1,2,1,6,3,4,6,7,17,17,21,17,23,23,22,18,20,5,4,1,,,
2019-11-15,6,,2,1,4,6,6,6,9,11,9,17,14,13,25,17,25,13,3,2,,,,
2019-11-16,10,,4,1,,5,5,8,9,18,12,17,14,18,20,18,15,8,6,2,,,,
2019-11-17,5,2,,2,2,5,6,9,7,8,14,15,18,22,20,11,9,13,5,3,,,,
2019-11-18,5,,2,2,2,4,5,6,6,7,14,21,23,18,23,15,28,16,6,3,,,,
2019-11-19,5,,1,3,3,7,4,12,5,14,13,17,21,13,14,17,11,22,3,5,2,,,
2019-11-20,7,,1,1,1,8,4,4,8,8,12,15,24,17,18,14,13,11,,3,,,,
2019-11-21,4,1,,3,1,4,1,9,9,5,18,20,12,17,31,18,9,13,5,1,,,,
2019-11-22,9,1,1,,2,7,7,8,6,12,14,14,15,27,18,19,16,4,8,1,,,,
2019-11-23,6,,1,1,3,5,2,7,7,11,14,12,22,19,22,14,14,14,2,3,,,,
2019-11-24,5,1,1,1,1,3,2,6,8,14,10,18,17,29,21,24,18,9,4,3,1,,,
2019-11-25,4,,1,1,4,7,3,9,9,7,6,8,20,37,18,23,18,11,6,1,,,,
2019-11-26,10,,,1,2,6,3,5,10,16,12,18,18,21,19,17,15,11,7,1,,,,
2019-11-27,7,,,1,3,2,2,2,6,16,11,15,21,26,20,18,17,9,7,2,,,,
2019-11-28,4,,3,1,1,2,8,5,7,9,13,15,22,25,22,18,16,9,5,1,,,,
2019-11-29,8,,1,1,1,2,8,7,5,12,12,18,17,20,22,21,16,13,2,1,1,,,
2019-11-30,6,,1,3,2,7,8,8,8,13,10,12,15,20,17,26,19,17,9,3,,,,
2019-12-01,2,,,,4,6,7,7,7,12,11,12,21,22,13,15,9,15,2,4,2,,,
2019-12-02,6,3,1,1,2,1,7,8,10,6,15,22,22,16,23,12,16,12,9,3,,,,
2019-12-03,8,1,,4,,6,7,5,6,12,12,10,23,20,15,15,17,13,5,,,,,
2019-12-04,8,,,3,3,4,10,4,7,12,8,17,18,19,16,13,17,10,6,4,,,,
2019-12-05,9,1,1,2,3,3,9,5,8,10,14,16,16,17,24,11,19,11,5,1,,,,
2019-12-06,11,2,2,2,3,4,3,9,10,10,13,12,15,16,17,17,18,9,7,,1,,,
2019-12-07,5,,,1,1,2,4,5,6,11,13,14,14,18,11,11,20,9,9,,,,,
2019-12-08,13,,,3,2,6,5,8,10,11,12,16,19,22,21,30,22,6,6,1,,,,
2019-12-09,8,1,1,1,3,5,3,3,6,8,17,17,14,17,27,23,16,13,5,,,,,
2019-12-10,5,2,,3,2,2,6,2,6,9,20,8,19,29,25,10,13,9,2,1,,,,
2019-12-11,7,1,2,,1,8,4,11,8,15,16,13,18,20,27,20,20,11,4,4,,,,
2019-12-12,5,1,,2,3,2,2,11,12,16,13,11,21,14,19,19,17,10,9,2,2,,,
2019-12-13,5,1,1,2,3,6,3,4,10,8,16,16,26,17,26,14,23,15,7,1,,,,
2019-12-14,10,1,,2,4,3,5,6,8,10,11,14,20,21,24,22,15,11,7,7,,,,
2019-12-15,10,1,1,,3,8,3,4,8,15,13,14,15,21,17,20,19,16,5,2,,,,
2019-12-16,5,1,1,1,3,2,2,5,8,17,16,24,13,21,34,18,19,8,7,2,,,,
2019-12-17,3,,1,2,3,5,7,10,12,21,15,21,18,24,15,14,15,8,3,2,1,,,
2019-12-18,3,,,2,4,1,2,4,5,11,14,13,17,21,23,24,19,15,2,2,1,,,
2019-12-19,5,,,2,3,6,4,4,7,10,10,18,22,20,25,20,11,11,4,1,,,,
2019-12-20,8,,1,1,2,3,2,9,2,10,8,20,13,19,12,21,13,15,7,3,,,,
2019-12-21,5,1,,3,12,4,5,6,10,14,12,15,26,20,13,14,17,8,4,4,,,,
2019-12-22,6,1,1,,,3,3,5,6,9,12,10,10,14,13,18,17,6,6,2,,,,
2019-12-23,10,,,,6,2,4,15,7,14,14,22,21,23,25,24,14,14,5,2,1,,,
2019-12-24,11,2,,3,10,4,4,4,5,10,13,19,26,18,20,26,16,11,8,,,,,
2019-12-25,5,,,2,4,3,7,3,11,19,14,21,21,23,9,21,17,12,7,3,,,,
2019-12-26,5,1,,3,4,2,4,7,5,11,14,8,21,18,17,13,14,6,3,1,,,,
2019-12-27,7,,,3,3,2,4,2,8,7,12,15,16,17,19,19,20,7,7,,,,,
2019-12-28,2,1,,1,2,3,3,4,3,4,14,15,14,31,21,19,23,13,3,3,1,,,
2019-12-29,3,,1,1,1,2,3,8,9,9,22,19,16,23,21,18,14,11,3,4,,,,
2019-12-30,3,1,1,3,3,2,5,6,7,9,12,14,19,22,11,9,11,16,6,2,,,,
2019-12-31,6,,1,3,4,3,7,7,9,10,17,21,19,25,18,16,9,13,3,3,1,,,
2020-01-01,8,,,,2,5,5,7,11,17,11,21,25,17,25,14,19,19,3,3,,,,
2020-01-02,6,,,2,3,5,,7,6,15,12,16,15,18,12,11,18,17,3,2,1,,,
2020-01-03,7,,,1,2,5,6,10,7,13,19,13,19,12,24,22,12,11,8,3,1,,,
2020-01-04,8,,1,1,3,4,5,3,8,12,10,12,17,17,22,13,16,14,5,3,,,,
2020-01-05,5,1,,3,3,4,5,3,18,10,5,16,16,29,21,18,22,9,12,,,,,
2020-01-06,5,1,,3,3,5,6,6,8,12,15,11,14,23,24,19,17,14,8,,,1,,
2020-01-07,9,2,1,2,4,6,5,5,9,9,18,10,15,18,17,14,19,10,4,3,,,,
2020-01-08,7,,2,1,1,6,2,8,10,8,14,17,11,19,21,22,17,12,3,4,,,,
2020-01-09,5,1,,2,4,6,3,2,9,5,18,18,21,16,18,20,17,9,9,,1,,,
2020-01-10,4,,,2,2,4,9,7,6,11,10,16,18,15,17,12,12,11,4,3,,,,
2020-01-11,6,,,2,6,4,6,6,5,13,10,19,10,20,25,12,16,15,3,1,1,,,
2020-01-12,7,,3,3,2,3,1,7,9,12,17,11,17,21,29,11,21,10,7,1,,,,
2020-01-13,2,1,,,3,2,1,5,9,16,12,15,14,16,27,20,21,10,1,2,,,,
2020-01-14,6,1,,2,4,1,2,4,8,9,15,15,17,17,16,19,13,9,4,2,1,,,
2020-01-15,8,,1,,5,3,3,4,12,6,23,13,22,16,22,16,13,14,6,2,,,,
2020-01-16,6,,2,2,7,5,8,6,10,8,15,26,20,30,20,20,20,7,4,1,,,,
2020-01-17,1,,1,3,6,4,8,6,9,7,10,14,16,19,22,20,19,12,3,1,1,,1,
2020-01-18,7,,,6,1,2,8,2,15,12,15,17,21,23,18,12,17,10,14,2,2,,,
2020-01-19,6,,2,,2,5,8,7,12,10,18,15,20,18,22,22,20,9,8,1,,,,
2020-01-20,7,,2,1,4,2,3,11,6,8,18,16,18,17,18,17,22,14,6,5,,,,
2020-01-21,6,1,,1,3,3,12,6,7,14,11,22,24,12,25,22,14,10,6,2,,,,
2020-01-22,6,2,,2,8,1,2,7,10,18,8,11,26,23,26,25,15,13,3,2,,,,
2020-01-23,7,,,,4,5,6,4,9,4,14,12,18,20,21,16,21,15,7,3,,,,
2020-01-24,7,,,2,4,3,6,3,2,12,23,19,17,24,26,26,11,10,7,3,1,,,
2020-01-25,5,,,1,6,4,6,3,8,15,12,13,20,22,13,15,15,13,3,2,,,,
2020-01-26,7,,1,3,5,3,5,5,10,10,19,10,22,17,19,20,13,7,5,1,,,,
2020-01-27,6,,,2,1,1,5,10,7,15,14,11,10,16,17,19,18,12,5,5,,,,
2020-01-28,5,1,2,3,1,2,6,6,5,16,17,18,27,18,19,10,17,10,6,3,,,,
2020-01-29,7,,,1,1,2,12,4,7,14,18,13,15,20,16,13,16,16,5,1,,,,
2020-01-30,9,,2,3,,9,5,6,4,11,10,16,17,20,21,16,11,8,5,2,,,,
2020-01-31,11,1,,6,4,2,8,5,7,8,10,22,17,19,18,15,12,10,5,3,,1,,
2020-02-01,5,,,2,2,2,2,9,10,12,13,15,22,17,20,18,13,9,3,2,,,,
2020-02-02,8,,2,1,4,3,12,5,3,9,11,13,26,24,21,25,16,15,5,1,,,,
2020-02-03,10,1,3,2,1,4,6,3,6,9,17,14,16,26,26,17,15,14,11,3,2,,,
2020-02-04,8,,,1,6,3,3,2,8,16,5,9,20,15,22,17,19,7,5,4,1,,,
2020-02-05,8,,1,3,3,3,8,5,10,5,4,24,14,16,13,7,16,16,5,2,,,,
2020-02-06,7,1,3,1,5,3,7,9,12,9,10,18,22,20,30,11,17,16,7,5,,,,
2020-02-07,4,3,2,1,4,5,6,6,9,7,16,13,20,24,29,13,19,13,7,1,,,,
2020-02-08,5,,1,2,3,2,2,6,8,11,14,18,9,16,21,19,21,10,4,2,,,,
2020-02-09,4,1,1,1,2,5,4,3,9,13,9,17,32,14,21,15,23,13,3,3,,,,
2020-02-10,8,,,2,3,3,5,7,8,4,14,11,16,25,28,13,23,9,5,,,,,
2020-02-11,3,,,3,5,6,3,5,10,7,7,13,23,21,14,15,16,13,8,3,1,1,,
2020-02-12,8,2,2,,4,3,5,5,6,12,15,18,24,18,30,11,24,9,5,1,1,,,
2020-02-13,9,2,,6,2,1,7,4,8,11,11,10,19,23,19,15,15,7,8,1,,1,,
2020-02-14,4,2,3,2,2,3,6,6,4,8,13,18,16,22,23,23,13,11,7,4,1,,,
2020-02-15,3,1,,3,2,5,4,11,7,8,10,17,25,14,20,12,9,12,7,1,,,,
2020-02-16,14,,2,2,5,3,7,11,3,8,16,17,15,17,18,12,20,11,6,1,,,,
2020-02-17,7,,,1,2,2,3,4,9,9,9,9,16,21,20,15,17,10,6,2,,,,
2020-02-18,8,,,1,1,6,5,7,9,8,14,13,20,24,16,20,16,10,7,2,,,,
2020-02-19,6,,,,3,6,3,3,8,10,13,15,17,20,18,14,14,16,2,1,1,,,
2020-02-20,5,1,1,3,3,4,1,6,7,6,14,19,13,24,21,15,21,5,6,2,1,,,
2020-02-21,3,1,,3,2,4,3,5,10,11,8,17,16,11,20,15,21,7,5,1,,,,
2020-02-22,4,,,1,2,5,4,2,9,8,19,15,14,13,16,19,12,7,6,1,,1,,
2020-02-23,6,1,,1,1,4,4,6,5,11,15,13,16,18,25,17,17,11,5,4,,,,
2020-02-24,7,,,1,,1,2,3,10,12,20,20,16,14,22,27,10,11,7,3,,,,
2020-02-25,8,1,,,5,6,3,5,7,9,20,19,20,21,20,12,10,12,6,3,,,,
2020-02-26,3,,,1,2,1,5,6,5,11,15,16,23,21,18,17,13,11,2,,,,,
2020-02-27,4,,,,1,2,4,8,10,11,7,17,25,25,21,13,12,8,6,4,,,,
2020-02-28,8,,2,2,1,3,1,8,9,11,16,17,17,23,18,18,13,16,5,3,,,,
2020-02-29,4,1,,,2,1,7,6,4,5,18,16,22,16,22,21,12,10,2,1,,,,
2020-03-01,6,1,,,2,2,2,6,7,10,7,23,11,15,17,14,14,8,3,2,1,,,
2020-03-02,2,1,1,1,3,,6,5,4,13,17,7,11,20,22,15,15,9,7,1,,,,
2020-03-03,10,,,,5,5,4,8,5,13,15,18,12,20,18,19,14,13,8,2,1,,,
2020-03-04,7,,,1,4,2,5,7,6,8,9,19,18,16,15,17,14,12,4,1,,1,,
2020-03-05,10,,,,3,4,2,4,9,11,11,9,22,13,21,13,11,10,6,2,,,,
2020-03-06,10,,,,2,3,2,8,7,4,8,20,18,24,19,12,20,6,3,3,1,,,
2020-03-07,6,1,,,2,3,6,6,8,8,7,12,19,8,19,16,14,8,4,2,,,,
2020-03-08,5,,,3,2,4,3,5,10,5,9,10,21,21,19,12,17,15,3,,1,,,
2020-03-09,5,,1,2,1,3,6,4,5,6,13,11,23,20,12,17,17,11,7,5,,,,
2020-03-10,5,1,2,1,2,1,2,5,12,6,13,14,18,23,15,20,10,5,3,1,,,,
2020-03-11,1,1,2,2,6,5,3,3,8,16,9,18,14,16,15,18,14,11,4,3,,,,
2020-03-12,8,1,,1,1,4,3,,8,8,5,17,8,15,23,9,11,13,2,2,,,,
2020-03-13,6,,1,1,3,4,3,8,7,10,12,10,17,22,17,15,17,8,13,,,,,
2020-03-14,8,,1,2,1,5,6,4,5,11,13,16,16,15,13,21,19,10,1,1,,,,
2020-03-15,7,,,1,1,4,2,7,6,10,15,15,17,19,17,17,16,9,5,3,,,,
2020-03-16,4,,,1,5,,6,5,5,12,9,9,23,19,15,10,21,7,3,2,1,,,
2020-03-17,3,1,1,1,5,5,1,9,13,7,12,24,12,24,17,18,14,10,2,2,1,,,
2020-03-18,4,,2,4,1,2,3,4,8,14,10,18,19,13,15,21,12,7,5,1,,,,
2020-03-19,7,2,,1,2,3,5,5,4,7,13,13,19,23,15,9,21,17,8,2,,2,,
2020-03-20,4,1,1,2,4,1,7,4,5,12,9,13,18,12,11,8,7,8,4,,,,,
2020-03-21,6,,1,,,2,9,1,5,12,20,14,13,22,17,14,11,11,6,1,,,,
2020-03-22,5,,1,,2,1,2,7,5,7,12,17,7,19,17,15,12,9,6,2,,1,,
2020-03-23,7,,,1,5,5,5,3,8,7,16,17,18,20,23,23,12,13,3,1,,,,
2020-03-24,5,1,,1,6,2,3,10,2,9,15,15,19,20,17,8,19,11,11,2,1,,,
2020-03-25,5,1,1,3,1,2,4,4,9,3,8,13,15,23,22,23,12,9,5,,,,,
2020-03-26,7,,1,2,2,2,4,6,10,8,7,11,16,14,18,20,11,4,9,4,1,,,
2020-03-27,7,1,1,,1,5,2,4,3,10,14,10,15,13,14,11,11,13,2,,2,,,
2020-03-28,10,,,1,2,,1,7,6,6,7,14,14,16,13,13,12,8,5,4,,,,
2020-03-29,4,,,2,2,2,4,4,5,8,7,11,17,13,17,13,9,8,8,1,2,,,
2020-03-30,2,3,,,2,,5,4,5,5,8,14,15,12,27,12,13,9,6,1,,,,
2020-03-31,3,1,,1,,1,4,7,1,11,5,16,18,15,18,9,13,14,4,2,,,,
2020-04-01,2,,,1,3,4,3,3,6,7,10,18,12,10,19,21,17,13,9,5,,,,
2020-04-02,1,,,,,,1,4,7,9,7,6,15,19,20,14,17,10,7,2,,1,,
2020-04-03,3,,,,1,1,1,4,1,9,16,8,10,13,11,16,13,10,5,1,,,,
2020-04-04,4,,1,3,,2,4,6,7,10,10,10,12,16,17,13,14,13,3,4,,,,
2020-04-05,3,,,,,4,,2,9,7,13,8,12,16,14,11,19,16,4,,,,,
2020-04-06,,,1,1,,4,,5,4,6,6,8,9,17,16,13,15,7,5,3,,,,
2020-04-07,6,1,2,,2,1,,5,8,9,14,10,14,11,19,12,12,9,1,3,,,,
2020-04-08,1,,,,,,3,5,,6,10,12,13,11,14,13,9,12,7,3,,,,
2020-04-09,6,,,2,2,1,4,5,4,10,10,13,14,15,14,7,21,12,3,4,,,,
2020-04-10,5,,,,,2,2,4,5,5,7,16,11,22,16,9,8,6,7,2,,,,
2020-04-11,3,1,,2,2,2,4,,6,11,14,16,11,15,19,12,10,13,2,3,,,,
