death_date, 0-4, 5-9, 10-14, 15-19, 20-24, 25-29, 30-34, 35-39, 40-44, 45-49, 50-54, 55-59, 60-64, 65-69, 70-74, 75-79, 80-84, 85-89, 90-94, 95-99, 100-104, 105-109, 110-114, 115-119
2016-06-25,4,,2,1,4,2,3,4,7,8,9,16,18,16,20,19,11,9,4,3,,,,
2016-06-26,6,,,2,3,4,5,10,5,9,12,12,12,18,10,11,14,7,3,2,1,1,,
2016-06-27,3,1,,1,1,1,5,4,7,8,9,12,18,20,11,14,10,15,5,2,,,,
2016-06-28,2,1,1,3,1,,3,6,4,11,13,14,9,19,16,14,13,11,6,,,,,
2016-06-29,4,1,,3,4,3,6,9,9,11,18,14,21,15,14,13,6,7,10,1,1,,,
2016-06-30,3,,,4,,4,3,2,3,12,7,15,11,16,20,20,14,6,2,4,,,,
2016-07-01,6,,,,,2,3,2,4,13,10,21,17,16,11,16,16,9,2,3,,2,,
2016-07-02,5,1,1,2,2,4,4,5,10,11,15,14,12,13,12,7,25,11,3,,,,,
2016-07-03,1,,,1,3,4,3,4,6,7,10,14,18,18,13,12,19,9,5,2,,,,
2016-07-04,3,,,1,3,1,2,6,3,14,19,12,14,21,8,25,18,7,1,1,,,,
2016-07-05,2,,,4,3,7,2,5,6,9,13,15,21,13,16,17,11,15,6,1,1,,,
2016-07-06,2,3,,1,2,4,4,11,4,12,12,7,15,15,15,15,12,8,5,1,1,,,
2016-07-07,6,2,,1,2,2,9,4,7,7,6,22,13,21,18,14,8,9,3,3,,,,
2016-07-08,4,1,,1,4,5,10,7,5,10,5,10,11,22,18,9,14,14,5,1,1,,,
2016-07-09,3,,,2,3,8,5,8,3,8,10,15,19,14,6,17,8,11,5,,,,,
2016-07-10,5,1,1,2,4,7,8,3,8,13,18,24,16,17,9,11,19,9,7,2,,,,
2016-07-11,4,3,,2,2,2,5,4,9,13,15,14,22,15,23,18,11,15,4,2,1,,,
2016-07-12,3,,,2,3,4,4,6,7,10,14,19,18,19,19,12,14,9,3,4,,,,
2016-07-13,6,1,,3,2,3,10,3,6,19,11,13,17,22,16,16,13,5,5,3,,,,
2016-07-14,8,,,1,3,4,4,7,8,9,11,9,15,14,12,10,8,16,5,1,,1,,
2016-07-15,2,2,,1,2,5,1,4,7,18,17,15,23,21,25,21,12,18,14,2,,,,
2016-07-16,1,,1,6,3,3,3,1,7,12,13,7,13,16,14,15,19,7,3,2,,,,
2016-07-17,2,,,1,8,1,7,5,7,11,15,18,13,15,14,22,11,10,6,1,2,,,
2016-07-18,4,1,,3,2,5,2,9,6,8,13,9,20,9,16,13,10,9,3,1,,,,
2016-07-19,5,1,,,2,5,3,5,5,7,13,14,15,12,23,16,9,12,3,,,,,
2016-07-20,,,,1,6,3,7,10,4,9,12,4,16,14,17,10,11,6,,,,,,
2016-07-21,4,1,3,1,5,4,6,4,8,9,17,6,22,15,17,13,15,10,6,3,,,1,
2016-07-22,4,,1,1,3,3,9,9,7,12,11,7,10,9,19,16,9,7,3,,,,,
2016-07-23,3,1,2,2,5,1,7,11,6,5,11,11,8,14,20,15,11,14,1,2,,,,
2016-07-24,2,,,1,3,4,6,6,12,9,8,15,4,11,14,6,8,8,4,3,,,1,
2016-07-25,3,1,,2,3,3,5,8,6,8,9,8,12,11,15,19,11,8,7,4,,,,
2016-07-26,2,4,,2,5,10,3,2,6,11,13,14,13,15,12,11,8,8,2,3,,,,
2016-07-27,,,2,2,2,3,3,4,10,9,9,9,14,17,15,18,15,4,8,,,,,
2016-07-28,1,2,2,5,2,3,4,6,4,10,10,10,10,13,15,10,16,4,6,3,,,,
2016-07-29,4,,,4,2,7,2,5,5,10,7,13,9,9,18,14,7,11,2,3,1,,,
2016-07-30,4,,,2,1,3,5,4,8,13,11,14,10,9,19,9,9,11,2,1,,,,
2016-07-31,3,,,1,3,4,4,6,14,10,9,14,11,14,15,8,9,10,3,,,,,
2016-08-01,4,1,,4,6,3,8,9,5,6,15,14,14,12,16,14,9,5,9,1,,,,
2016-08-02,1,,1,3,2,8,4,6,7,8,10,10,14,12,9,11,6,5,3,1,,,,
2016-08-03,1,,2,2,6,2,5,10,7,5,10,13,17,12,18,9,19,10,6,2,,,,
2016-08-04,2,3,1,2,2,3,5,5,3,10,11,14,21,12,17,15,11,2,9,3,,,,
2016-08-05,5,1,,,4,3,4,2,4,3,11,14,13,23,9,17,14,8,7,,2,,,
2016-08-06,2,1,,3,3,4,4,6,9,8,14,5,14,14,19,15,12,7,9,3,1,,,
2016-08-07,5,,3,2,1,3,5,2,6,13,9,18,17,15,11,19,12,9,6,1,,,,
2016-08-08,4,,,2,5,6,8,7,6,16,11,15,20,17,16,17,15,13,5,2,,,,
2016-08-09,2,,2,2,1,6,2,4,15,10,9,9,13,26,12,16,20,7,7,2,,,,
2016-08-10,3,,3,2,5,4,7,6,,6,12,13,14,21,15,13,8,7,3,1,1,,,
2016-08-11,3,,3,2,4,3,8,7,10,9,8,11,13,17,18,13,15,12,6,1,,,,
2016-08-12,3,,,6,4,2,5,6,4,7,10,20,25,17,16,9,10,6,9,,,,,
2016-08-13,5,3,1,1,4,1,12,4,7,6,14,9,13,14,12,13,9,8,3,,2,,,
2016-08-14,8,1,,3,4,4,4,8,6,11,16,11,21,17,17,14,6,6,1,1,,,,
2016-08-15,3,,,4,3,2,9,1,9,8,15,8,10,20,11,16,18,5,2,1,,,,
2016-08-16,8,,,2,2,4,4,6,9,9,11,15,11,27,13,16,14,11,3,1,,,,
2016-08-17,8,1,,,8,7,5,3,10,12,10,9,16,16,9,14,11,6,9,3,,,,
2016-08-18,3,1,1,2,7,3,6,4,7,16,16,14,7,16,18,15,8,14,6,,,,,
2016-08-19,7,,,3,4,5,6,7,6,8,14,14,12,21,16,18,9,10,4,,1,,,
2016-08-20,5,2,1,4,3,1,3,6,8,13,11,11,22,15,12,12,12,9,3,1,,,,
2016-08-21,1,,1,,1,10,5,6,7,18,12,11,14,13,14,17,23,9,7,,,,,
2016-08-22,4,,,1,3,6,2,7,7,9,10,11,13,19,17,9,14,11,5,2,,,,
2016-08-23,4,1,,4,2,6,4,8,8,16,6,13,15,16,17,16,4,6,1,2,,,,
2016-08-24,2,2,1,1,1,5,3,5,8,12,8,15,13,13,10,7,20,7,10,3,,,,
2016-08-25,1,1,1,2,4,3,5,6,11,6,11,4,16,14,15,10,9,8,5,2,,,,
2016-08-26,3,,1,,1,2,2,6,4,9,7,16,13,14,13,12,15,10,1,1,,,,
2016-08-27,3,,,1,5,3,5,5,8,7,2,14,18,21,16,10,12,12,4,2,,,,
2016-08-28,1,3,,,4,4,8,3,9,11,9,10,10,17,13,10,11,5,4,2,,,,
2016-08-29,3,,1,1,3,6,1,10,16,12,8,14,20,13,14,13,10,12,3,1,,,,
2016-08-30,3,,,1,3,1,7,3,11,10,11,10,13,19,14,6,12,11,3,2,,,,
2016-08-31,4,1,,1,,9,6,4,8,12,9,7,8,17,25,13,9,5,2,3,,,,
2016-09-01,3,,,,3,3,10,3,6,8,12,11,8,23,17,11,13,7,2,2,,,,
2016-09-02,4,,1,,3,6,4,2,8,10,11,9,21,14,12,15,8,8,5,1,,,,
2016-09-03,6,1,,,3,6,3,5,9,18,11,10,9,13,16,8,5,5,5,1,,,,
2016-09-04,4,,,1,2,3,3,6,8,10,15,22,17,15,19,8,11,15,2,3,,,,
2016-09-05,4,,,2,4,5,9,5,11,9,11,13,10,13,13,12,17,4,4,1,,,,
2016-09-06,3,2,,4,,5,6,6,1,13,7,19,15,17,13,17,6,8,6,,1,,,
2016-09-07,3,,2,,1,4,5,5,5,9,16,12,13,25,14,12,8,7,5,1,,,,
2016-09-08,3,1,2,4,5,7,4,7,7,9,15,21,13,14,14,16,10,8,3,5,1,,,
2016-09-09,5,,1,4,2,4,8,7,7,9,10,17,13,23,14,16,9,8,4,1,1,,,
2016-09-10,1,,1,,4,7,5,5,5,9,15,20,16,20,16,17,12,4,1,1,,,,
2016-09-11,2,,1,,1,4,6,8,7,10,12,11,9,18,14,17,10,13,5,4,,,,
2016-09-12,6,,,1,1,8,5,2,8,14,8,9,6,12,12,7,18,10,9,2,,,,
2016-09-13,6,,1,,6,5,3,10,7,11,7,16,16,14,13,9,17,10,3,2,,,,
2016-09-14,3,,1,6,3,8,7,3,9,11,3,8,13,15,16,11,18,11,2,3,,,,
2016-09-15,4,,,3,1,8,2,12,7,4,8,15,13,15,16,12,7,8,1,1,,1,,
2016-09-16,4,,1,2,5,2,5,4,4,10,7,16,8,9,12,17,10,11,4,,,,,
2016-09-17,1,2,1,2,5,9,3,4,4,11,20,11,19,12,15,17,20,6,4,1,,,,
2016-09-18,8,,,1,6,3,7,5,10,9,13,8,9,17,17,14,20,10,7,2,,1,,
2016-09-19,5,2,,2,5,1,5,11,8,14,10,22,12,15,16,19,12,10,2,2,,,,
2016-09-20,4,2,,,2,5,3,5,4,12,11,16,12,15,11,17,9,10,6,,,,,
2016-09-21,6,,2,2,1,2,5,7,8,8,17,17,16,12,11,9,8,3,6,2,1,,,
2016-09-22,1,,2,1,4,4,4,14,7,11,12,15,19,18,12,16,13,9,4,2,,,,
2016-09-23,6,,,4,2,1,3,9,5,10,11,18,11,17,16,17,15,12,7,2,,,,
2016-09-24,4,,,2,5,5,3,7,7,7,1,22,12,14,21,16,11,9,4,1,,,,
2016-09-25,3,,,,5,2,,10,9,8,5,7,15,21,16,24,16,9,2,1,,,,
2016-09-26,5,4,2,4,2,2,4,10,10,19,15,17,12,16,29,16,15,6,5,,1,,,
2016-09-27,5,1,,1,3,4,3,5,5,13,12,9,8,17,12,20,9,10,3,,,,,
2016-09-28,4,1,,4,2,6,1,4,11,16,10,11,11,18,14,19,10,9,2,1,,,,
2016-09-29,7,,2,,2,7,4,7,7,9,12,14,12,11,14,16,11,7,3,,,,,
2016-09-30,5,1,1,2,7,4,4,7,9,10,10,12,12,13,16,24,14,8,8,2,,,,
2016-10-01,4,,1,,2,5,5,6,7,14,15,18,8,13,11,20,8,14,3,1,,,,
2016-10-02,4,,1,,1,3,4,6,4,9,1,11,14,17,13,17,11,6,3,1,,,,
2016-10-03,3,,,4,4,6,5,7,11,13,9,14,16,12,10,11,16,9,5,4,,,,
2016-10-04,5,,1,1,3,2,3,2,10,8,10,11,22,14,12,21,15,7,5,1,,,,
2016-10-05,4,1,,1,2,4,2,12,4,11,10,15,13,19,8,13,12,16,7,,,,,
2016-10-06,4,,,6,,3,6,5,6,10,18,17,16,18,19,13,10,10,4,1,,,,
2016-10-07,3,3,2,2,2,1,5,8,9,7,10,14,17,11,24,16,8,10,3,3,,,,
2016-10-08,2,,,1,1,4,3,8,5,15,9,10,14,19,13,10,11,6,4,1,,,,
2016-10-09,3,,1,7,4,1,6,4,5,9,12,15,19,17,8,6,12,6,2,,,,,
2016-10-10,4,,1,5,3,4,8,7,6,13,13,11,17,20,14,14,6,11,5,3,,,,
2016-10-11,3,,2,4,1,2,5,3,5,9,10,11,12,18,24,5,14,7,5,3,,,,
2016-10-12,4,,,1,4,5,3,4,1,6,18,11,13,13,14,17,11,7,5,1,,,,
2016-10-13,4,,2,3,7,7,9,7,3,12,8,10,17,21,20,12,16,6,3,1,,,,
2016-10-14,2,3,1,1,,5,7,6,7,5,22,13,16,12,13,8,16,8,6,1,,,,
2016-10-15,3,1,1,,3,2,5,5,5,7,11,11,19,19,18,10,13,9,2,1,,,,
2016-10-16,5,2,,5,3,3,4,7,5,13,10,16,13,16,9,8,7,12,5,1,,,,
2016-10-17,3,,2,1,,4,6,5,7,7,16,6,12,18,11,20,10,7,9,1,,,,
2016-10-18,4,,1,1,2,1,3,2,10,11,13,12,7,25,14,6,10,7,6,1,,,,
2016-10-19,5,1,,3,4,5,2,10,7,14,10,11,17,13,6,11,7,6,2,,,,,
2016-10-20,6,,,2,1,1,7,4,2,13,7,11,13,13,11,9,12,10,2,,,,,
2016-10-21,1,1,,1,2,3,4,4,10,11,8,13,13,8,18,12,14,7,4,,1,,,
2016-10-22,2,,,,2,5,3,4,9,13,5,12,10,19,12,12,9,5,3,,,,,
2016-10-23,2,,,3,1,4,1,10,4,8,13,17,12,15,13,14,13,7,5,1,,,,
2016-10-24,1,,,,1,2,8,1,18,8,8,20,10,14,21,13,10,8,4,3,,,,
2016-10-25,5,2,2,2,2,6,4,9,8,10,9,14,11,9,13,13,10,7,6,1,,,,
2016-10-26,10,1,1,,5,5,5,5,7,10,13,10,15,12,14,9,18,12,5,,,,,
2016-10-27,4,,2,2,1,3,4,3,10,11,8,16,11,14,14,13,13,10,3,1,,,,
2016-10-28,4,,1,2,,7,,8,4,9,14,8,12,18,21,18,6,4,3,1,,,,
2016-10-29,4,,,4,2,4,5,5,8,13,9,14,16,20,13,13,9,9,4,,,,,
2016-10-30,4,1,,1,6,7,7,5,11,11,8,13,16,13,20,19,17,6,2,1,,,,
2016-10-31,2,2,1,3,5,,9,3,12,7,13,7,10,18,12,7,15,7,2,2,,,,
2016-11-01,2,,1,3,5,3,4,8,3,8,14,14,18,21,9,22,9,8,3,3,,,,
2016-11-02,5,,,1,2,2,8,7,6,10,8,13,14,15,14,12,5,16,4,2,,,,
2016-11-03,1,,,2,4,11,6,7,6,9,8,12,15,14,12,12,17,4,4,,,,,
2016-11-04,2,,2,3,3,3,6,3,5,18,10,10,16,17,16,17,17,11,6,1,,,,
2016-11-05,4,,1,6,2,4,3,1,7,15,7,20,8,15,14,19,14,10,6,5,,,,
2016-11-06,7,1,,2,1,4,4,4,8,14,13,12,13,15,15,13,18,9,5,1,,,,
2016-11-07,5,1,1,2,2,3,4,5,6,6,18,12,20,11,17,9,15,6,4,,1,,,
2016-11-08,2,,,2,2,4,5,6,7,2,11,19,11,18,16,13,11,9,6,1,,,,
2016-11-09,2,,,,2,6,7,7,4,19,12,12,16,17,6,16,11,10,5,2,,,,
2016-11-10,4,2,,3,1,3,3,7,11,6,16,17,15,14,18,14,15,6,5,2,1,,,
2016-11-11,6,,,3,5,4,1,8,5,9,10,21,16,24,18,21,14,10,5,2,,,,
2016-11-12,,2,,2,3,5,5,10,8,10,13,15,17,18,17,12,14,5,6,2,1,,,
2016-11-13,1,,1,4,2,4,4,8,3,10,12,17,16,13,22,10,6,9,4,6,1,,,
2016-11-14,,3,2,2,2,2,6,9,6,8,12,16,15,17,19,14,11,7,9,2,,,,
2016-11-15,3,,1,1,3,2,9,11,8,11,9,13,18,11,8,15,6,8,10,2,,,,
2016-11-16,2,,,1,6,2,4,10,8,15,14,14,13,20,17,13,12,4,5,1,,,,
2016-11-17,3,,1,5,4,4,4,4,3,7,12,13,20,20,23,10,19,10,6,1,1,,,
2016-11-18,6,,1,2,2,6,3,8,3,2,9,15,8,24,18,11,17,10,4,,,2,,
2016-11-19,6,3,,1,4,1,3,6,7,12,11,7,13,12,10,16,17,11,4,2,,,,
2016-11-20,3,,2,1,4,2,5,5,6,12,10,15,20,16,17,16,6,15,3,,,,,
2016-11-21,5,2,1,1,2,3,2,9,9,9,14,31,14,16,17,11,13,16,5,,1,,,
2016-11-22,8,1,,2,4,3,,6,6,8,10,14,14,17,16,10,13,13,5,1,,,,
2016-11-23,6,1,1,,3,3,1,3,9,10,13,12,16,23,10,17,14,13,7,2,,,,
2016-11-24,2,2,1,2,4,5,2,4,2,14,16,11,16,21,21,9,11,14,3,,,,,
2016-11-25,4,1,,2,4,3,3,3,6,12,9,9,19,19,16,16,16,4,6,,,,,
2016-11-26,5,,2,1,4,2,2,10,7,13,8,10,13,17,16,15,12,13,4,4,,,1,
2016-11-27,5,1,,2,4,3,1,2,7,6,10,10,11,13,21,13,13,9,5,1,,,,
2016-11-28,2,,,1,3,3,2,3,15,14,14,13,13,18,12,20,15,6,7,2,,,,
2016-11-29,5,,,1,4,7,4,4,1,13,12,13,16,18,15,12,6,15,5,2,,1,,
2016-11-30,4,2,,3,3,2,3,9,14,10,11,11,17,12,16,15,12,14,3,1,1,,,
2016-12-01,3,,1,1,4,1,3,6,5,10,9,13,17,22,12,10,13,11,4,1,,,,
2016-12-02,6,,2,1,2,4,4,7,11,13,13,12,15,13,12,10,13,8,9,3,1,,,
2016-12-03,6,1,,,1,2,4,5,6,12,10,9,14,24,19,17,17,11,5,,,,,
2016-12-04,4,1,,,3,5,4,5,4,17,13,19,17,20,22,10,14,10,5,,,,,
2016-12-05,5,,,1,3,6,6,9,8,9,10,11,11,17,16,21,12,6,4,3,,,,
2016-12-06,6,,1,,3,2,5,7,6,12,8,16,14,19,16,13,12,11,6,2,,,,
2016-12-07,4,,3,2,5,4,4,4,6,11,16,15,21,15,13,21,21,4,5,,,,,
2016-12-08,5,,1,,2,,3,5,8,13,6,9,9,21,15,20,14,12,4,,,,,
2016-12-09,5,3,,4,3,4,2,6,9,12,15,19,19,15,15,17,16,12,3,1,,1,,
2016-12-10,3,,,2,1,4,10,8,2,12,10,16,24,16,12,22,16,11,8,2,,1,,
2016-12-11,3,,1,3,1,3,8,8,5,3,17,16,19,13,11,17,12,16,9,,1,,,
2016-12-12,7,1,1,1,6,,10,11,15,9,15,14,12,23,24,13,12,13,11,2,,,,
2016-12-13,4,2,1,,6,,6,9,8,20,15,17,19,16,18,18,11,10,4,,1,,,
2016-12-14,8,,1,2,7,2,3,11,3,4,16,17,25,17,15,16,14,10,5,2,,,,
2016-12-15,2,1,1,5,2,4,7,6,11,10,7,21,16,23,16,17,8,14,13,2,1,,,
2016-12-16,2,,,3,3,5,5,6,6,2,16,10,15,26,16,15,17,12,6,,1,,,
2016-12-17,4,2,,5,,6,3,3,10,7,10,21,20,24,16,15,13,10,8,1,,,,
2016-12-18,2,,1,1,2,5,4,4,6,11,10,10,14,22,10,11,17,12,6,4,2,,,
2016-12-19,4,,,6,3,8,7,9,5,11,11,11,19,22,15,9,16,11,7,,,,,
2016-12-20,1,,,1,5,4,4,7,7,12,8,17,26,21,15,17,20,15,5,2,,,,
2016-12-21,4,1,1,2,5,5,1,7,6,14,10,26,20,20,23,11,12,13,9,,,,,
2016-12-22,5,,1,4,5,4,3,4,9,7,6,15,9,18,17,23,16,10,8,3,,,,
2016-12-23,4,3,,1,,4,4,7,6,11,8,16,7,22,13,12,11,11,4,1,,,,
2016-12-24,4,,,4,4,3,6,7,4,21,15,14,15,19,15,11,13,11,4,,,,,
2016-12-25,4,2,,,5,,6,5,9,17,9,11,25,15,21,15,17,11,5,1,,,,
2016-12-26,4,,1,3,2,1,9,3,10,8,17,13,25,19,18,15,15,8,7,4,,,,
2016-12-27,7,,,2,4,3,2,5,10,16,16,15,17,24,25,16,15,13,6,2,,,,
2016-12-28,4,,1,,3,4,4,6,10,15,12,16,19,20,19,15,17,20,10,1,,,,
2016-12-29,7,1,,1,1,8,5,8,11,7,14,17,17,20,21,20,10,14,6,3,1,,,
2016-12-30,3,,,2,,1,7,10,7,11,20,11,22,20,21,16,20,13,9,3,,,,
2016-12-31,1,1,,1,1,3,7,8,6,11,8,24,19,13,14,18,17,18,4,2,,,,
2017-01-01,2,,2,6,4,2,2,5,10,12,9,20,20,26,25,15,9,9,4,1,,1,,
2017-01-02,3,2,2,6,1,4,10,8,9,16,21,18,22,17,16,16,16,11,11,1,,,,
2017-01-03,4,1,2,3,4,5,4,7,4,12,19,21,22,17,19,22,22,15,3,3,,,,
2017-01-04,4,,,,2,5,2,7,4,9,10,12,18,14,25,20,18,9,5,4,,,,
2017-01-05,8,1,3,3,5,6,7,9,9,8,11,16,21,19,19,20,21,8,4,1,,1,,
2017-01-06,,,1,,1,2,5,5,7,12,14,14,22,17,20,15,16,11,5,1,,,,
2017-01-07,2,1,,2,3,2,5,6,4,16,15,14,23,20,22,16,25,12,4,2,1,,,
2017-01-08,2,,1,3,4,5,8,6,7,15,13,19,16,17,11,18,10,9,10,,,,,
2017-01-09,3,,,4,2,6,7,5,11,15,9,18,19,14,17,23,11,12,6,1,,,,
2017-01-10,5,,,3,4,2,8,7,11,11,17,11,15,18,17,14,13,8,4,2,,,1,
2017-01-11,7,,1,4,2,,4,5,6,10,12,20,16,13,18,17,13,13,4,5,2,,,
2017-01-12,6,1,1,1,5,2,5,2,6,14,25,13,16,13,9,23,19,13,10,3,,,,
2017-01-13,3,,,3,3,7,3,11,10,6,14,21,16,11,15,15,8,9,4,2,,,,
2017-01-14,5,,,1,6,8,8,7,8,12,13,15,13,22,7,19,15,7,9,1,,,,
2017-01-15,2,1,,1,1,4,6,7,11,10,12,18,17,14,19,15,17,13,11,2,,,,
2017-01-16,1,,,6,6,6,6,4,5,10,12,15,23,24,13,17,10,11,10,3,1,,,
2017-01-17,4,,1,1,6,6,7,5,9,13,19,9,18,17,15,18,12,11,5,,,,,
2017-01-18,1,2,1,2,4,3,10,3,16,17,14,15,20,15,19,16,20,10,7,3,,,,
2017-01-19,4,,1,2,8,7,5,4,9,13,16,14,9,21,13,22,17,17,6,1,,,,
2017-01-20,2,,1,1,6,5,3,5,4,10,17,15,21,22,21,18,15,13,7,1,,,,
2017-01-21,2,,,4,6,3,3,10,4,16,15,15,18,20,24,21,16,16,6,4,,,,
2017-01-22,4,2,1,4,4,5,5,8,7,10,22,8,13,19,16,17,21,15,9,1,2,,,
2017-01-23,3,,,3,,6,7,6,11,8,17,15,12,26,23,17,20,12,6,2,,,,
2017-01-24,4,1,2,5,3,5,4,11,8,10,15,17,20,17,20,16,13,13,6,,,,,
2017-01-25,3,,,2,2,7,6,6,8,11,13,22,18,21,26,18,20,14,7,6,1,,,
2017-01-26,4,,1,4,5,5,5,5,7,9,14,20,15,25,17,17,19,16,6,,,,,
2017-01-27,2,1,,1,2,3,9,6,11,18,5,19,21,13,22,20,23,12,5,2,2,,,
2017-01-28,1,,2,2,2,3,5,4,9,16,16,21,17,17,24,13,22,12,1,2,,,,
2017-01-29,3,1,1,3,2,5,1,11,7,9,11,13,17,25,21,14,29,14,9,2,,,,
2017-01-30,3,1,,,6,5,3,5,13,12,14,15,18,25,21,14,7,10,6,2,,1,,
2017-01-31,1,3,,1,3,1,8,7,7,12,14,14,18,24,25,14,11,11,6,4,,,,
2017-02-01,4,1,1,4,7,4,7,7,6,9,15,8,20,16,23,20,19,14,8,3,,,,
2017-02-02,2,,,1,4,5,5,11,8,11,12,12,7,20,16,16,10,15,4,3,1,,,
2017-02-03,5,1,1,,4,2,3,5,7,9,10,20,28,12,18,18,11,14,3,1,3,,,
2017-02-04,3,,1,2,3,5,5,5,10,10,10,11,15,25,9,14,14,7,7,2,,,,
2017-02-05,4,1,,4,3,7,6,10,8,9,10,17,13,22,17,12,16,11,7,3,4,,,
2017-02-06,2,,,2,3,5,5,6,8,11,13,17,17,21,22,16,29,9,4,,,,,
2017-02-07,3,1,,1,3,6,2,10,8,7,17,11,17,21,16,15,15,11,8,1,,,,
2017-02-08,3,3,1,2,2,6,1,3,4,15,16,20,16,19,15,10,14,14,2,1,,,,
2017-02-09,4,2,,,2,2,6,1,11,13,12,13,22,18,16,11,18,10,9,,,1,,
2017-02-10,7,1,2,5,5,4,4,7,10,11,9,19,11,17,16,16,12,10,5,1,,,,
2017-02-11,2,1,,1,1,7,3,6,6,8,16,14,18,12,12,13,16,11,4,1,,,,
2017-02-12,2,,1,3,3,5,8,5,11,11,15,18,21,26,17,22,19,10,2,,,,,
2017-02-13,5,,,2,6,8,4,8,9,10,10,17,13,18,21,12,11,13,7,2,,,,
2017-02-14,3,2,1,3,2,6,7,4,9,9,10,12,9,18,29,15,14,11,2,,,,,
2017-02-15,1,,1,2,6,2,4,5,3,15,9,18,9,18,24,15,19,5,4,1,,,,
2017-02-16,4,1,1,1,5,3,1,2,9,10,12,15,11,23,12,15,16,11,11,4,,,,
2017-02-17,1,,5,3,1,6,7,5,9,8,19,23,24,13,6,11,20,13,1,2,,,,
2017-02-18,4,1,,2,,15,3,9,6,18,12,14,20,19,17,17,22,16,3,3,,,,
2017-02-19,9,,1,4,5,5,7,4,3,12,11,9,15,17,18,16,20,9,3,3,,,,
2017-02-20,10,,1,1,5,6,6,10,8,8,7,19,16,21,15,22,23,8,5,3,1,,,
2017-02-21,6,1,,2,7,5,6,3,5,15,6,26,13,25,17,20,19,11,2,2,,,,
2017-02-22,8,,3,,,5,3,7,9,9,9,16,24,21,17,16,16,8,6,2,,,,
2017-02-23,8,4,,5,2,5,5,7,8,10,11,15,20,15,11,10,16,10,6,1,,,,
2017-02-24,9,1,2,,5,4,4,9,7,20,14,14,12,28,12,16,17,8,6,1,1,,,
2017-02-25,8,1,2,1,4,3,3,3,7,14,11,15,15,19,12,20,12,14,4,,,,,
2017-02-26,10,1,1,2,8,3,3,9,8,19,14,18,8,20,22,31,7,9,10,4,,,,
2017-02-27,3,,1,2,2,4,7,4,10,13,14,12,16,13,7,14,17,12,7,1,,,,
2017-02-28,11,1,2,2,4,6,3,8,7,11,7,15,16,15,17,16,10,14,5,1,,,,
2017-03-01,3,4,,2,5,3,4,2,8,15,6,14,14,20,12,18,14,11,2,1,,,,
2017-03-02,7,2,,1,5,8,4,3,12,9,3,14,20,12,21,13,8,10,6,2,,,,
2017-03-03,5,1,1,3,1,4,1,5,4,8,13,19,17,17,12,12,12,7,5,6,2,,,
2017-03-04,6,2,,1,3,4,4,3,10,17,9,11,23,18,15,9,11,8,5,1,,,,
2017-03-05,13,,1,2,3,2,5,11,7,7,15,12,18,19,22,14,13,13,4,2,1,,,
2017-03-06,5,3,1,2,2,4,2,5,4,11,8,10,18,22,19,26,15,9,5,,,1,,
2017-03-07,3,1,3,3,4,7,7,9,7,5,11,16,15,18,16,23,16,8,5,1,,,,
2017-03-08,7,,1,1,5,2,7,3,10,18,13,16,12,19,19,15,14,9,8,2,,,,
2017-03-09,8,1,,4,4,3,3,4,8,13,8,11,14,15,12,18,16,6,6,2,1,,,
2017-03-10,4,3,,,1,9,7,6,5,8,7,13,17,16,17,13,13,11,6,4,,,,
2017-03-11,5,1,1,1,,1,4,7,3,15,15,16,19,20,12,26,14,7,1,1,,,,
2017-03-12,4,,1,2,6,3,2,3,3,11,8,20,18,21,20,12,21,14,7,3,1,,,
2017-03-13,5,1,1,2,3,8,5,4,10,12,16,17,13,16,12,14,27,7,9,2,,,,
2017-03-14,5,,,3,5,5,7,6,5,7,13,9,9,22,10,6,14,15,4,4,,,,
2017-03-15,3,,1,1,3,1,4,11,7,14,11,21,16,23,12,14,6,9,4,,1,,,
2017-03-16,,,,2,4,3,1,7,13,10,10,14,15,22,12,18,10,6,8,2,,,,
2017-03-17,,,,1,1,3,3,3,7,5,15,14,17,24,19,15,20,14,3,1,,,,
2017-03-18,3,,2,2,8,6,1,6,3,8,11,11,15,16,21,12,17,7,6,2,,,,
2017-03-19,6,,2,1,1,3,4,6,10,8,8,5,17,15,13,18,10,10,4,,,,,
2017-03-20,2,,,2,3,2,4,8,11,8,12,9,12,16,9,14,9,8,3,2,,,,
2017-03-21,,1,,1,5,1,1,3,7,10,14,16,12,20,26,17,13,14,1,1,1,,,
2017-03-22,6,1,,2,2,4,3,7,9,3,12,12,10,18,14,17,7,8,5,2,,,,
2017-03-23,6,1,1,1,5,3,3,7,3,9,11,18,18,12,14,19,7,9,2,1,,,,
2017-03-24,3,,,2,4,5,2,5,5,13,13,7,17,21,15,15,12,6,3,3,,,,
2017-03-25,4,,1,2,2,3,5,10,6,11,13,14,21,21,12,13,18,8,3,,,,,
2017-03-26,3,,,2,2,6,5,6,6,10,17,14,14,13,9,16,10,6,5,2,,,,
2017-03-27,4,,,,3,7,5,8,14,11,17,12,12,10,27,12,11,8,3,1,1,,,
2017-03-28,6,,2,1,1,2,3,1,7,10,9,13,11,21,12,12,11,15,4,1,,,,
2017-03-29,6,,2,2,3,2,,4,7,8,11,13,19,18,14,18,21,6,2,,,,,
2017-03-30,2,3,1,3,7,5,5,3,6,9,13,12,14,17,14,13,19,9,4,2,,,,
